URL,Paragraph,Dominant_Topic
"https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/#:~:text=Baguio%20City%20is%20on%20a,solid%20foundation%20of%20good%20governance.","“Smarter is a more responsive and livable city, we don’t want just to be a smart city. We want to be a connected city. A truly connected city in which every citizen is connected, and every citizen is able to benefit from this vision,” city officials conclude. Trust was emphasized as the bedrock of Baguio City, serving as a linchpin for fostering community support for city initiatives. By Joy Anne M. Palaoag","city, baguio, smart, citizen, center, digital, government, command, year, technology"
"https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/#:~:text=Baguio%20City%20is%20on%20a,solid%20foundation%20of%20good%20governance.",Herald Express is a news organization based in Baguio City that has a weekly publication and an online news portal. The newspaper is circulated in the different provinces of Northern Luzon. The name of the fastest-growing publication in town is coined from the word ‘quick messenger’ which is self-explanatory.,"news, publication, word, online, city, action, trigger, security, datum, command"
"https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/#:~:text=Baguio%20City%20is%20on%20a,solid%20foundation%20of%20good%20governance.",© 2024  Baguio Herald Express | Website Design and Development by Neitiviti Studios,"city, baguio, waste, government, energy, development, say, |, project, herald"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Through its innovative Smart City platforms, Baguio City leverages data analytics and artificial intelligence to enact good governance. This comprehensive initiative encompasses various aspects, including tourism management, public safety, traffic control, disaster risk reduction, environmental preservation, and citizen welfare. With the state-of-the-art Smart City Command Center at its core, Baguio City officials gain valuable insights from multiple data sources and cutting-edge technology such as AI-enabled cameras and environmental sensors. This streamlined approach ensures swift response times and efficient resource allocation.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Before the implementation of the Smart City Project, the City Government of Baguio relied on a decentralized system to address pressing challenges within the city, such as traffic congestion, environmental degradation, and crimes. However, this outdated system posed additional obstacles, including extended resolution times, restricted operational collaboration, and communication issues among various offices and departments. Consequently, the delivery of public services suffered from delays and inefficiencies.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"In September 2018, Baguio City took a significant step towards enhancing the services provided to residents and tourists by inaugurating the groundbreaking Smart City Command Center. As the first of its kind in the country, this cutting-edge hub offers a comprehensive and unified view of the entire city, accessible to all government agencies, including the City Mayor. The primary aim of this pioneering project is to centralize and streamline all city operations, enabling swift and informed decision-making and responses to various situations. By consolidating critical data and resources in one location, the Smart City Command Center empowers the city authorities to proactively address the community’s needs and ensure efficient service delivery.","city, baguio, smart, center, command, say, project, quality, public, government"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Since its inception, the Smart City Command Center has emerged as the central hub for data analysis and decision-making in Baguio, effectively serving as the city’s eyes and ears. With its advanced capabilities, the Command Center can swiftly identify anomalies and promptly alert the relevant authorities for resolution, often within minutes. This includes round-the-clock monitoring of traffic conditions, public well-being, and environmental factors. The traditional process of generating department-specific reports for the City Mayor, coordinating with other government entities for cohesive action, and navigating various obstacles has replaced the Command Center’s ability to gather, process, and analyze data in real-time. Consequently, it can produce comprehensive reports within minutes, leading to timely resolutions and swift responses to emerging challenges.","city, baguio, smart, center, command, say, project, quality, public, government"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Baguio City has significantly upgraded its infrastructure, including mainframe computers, AI-enabled CCTVs, environmental monitors, GPS devices for public transport, high-resolution panoramic surveillance cameras, and a team of skilled staff with hardware and software development expertise.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,Baguio City Mayor Benjamin Magalong underscored that addressing the safety and security of the city is just one component of the Smart City Project.,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,The Baguio Smart City key features include:,"city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Through the Smart City Command Center, Baguio City has implemented data-driven policies, leading to tangible outcomes and improved governance.","city, baguio, smart, center, command, say, project, quality, public, government"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"According to Mayor Magalong, they can generate real-time data from the Smart City platform within a few hours and utilize this relevant data in crafting strategic responses to various issues in the city. For instance, analysis of pollution levels and traffic patterns facilitated the decision to replace taxis with mass transport options, addressing air pollution and congestion issues. During the pandemic, the strategic mapping of COVID-19 cases enabled targeted lockdowns and minimized disruptions.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Adam Bert Lacay, Supervisor of the Smart City Command Center, emphasized the impact of the command center in helping City Officials make better decisions for the welfare of Baguio citizens.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"The Command Center’s continuous monitoring of CCTVs has expedited responses to traffic violations and lost items. As of 9 June 2023, the Smart City Command Center has catered to 665 CCTV video playback requests and 120 CCTV video extractions. The latter two are most important in achieving lower crime rates and infractions.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"As of 9 June 2023, Baguio 911 has been most helpful in Ambulance Assistance, garnering 760 calls, with police assistance at 290 calls, vehicular accident distress calls at 94, a public nuisance at 84 calls, and disturbance and petty infractions at 34 calls.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Baguio’s transition to a Smart City model has brought about a modernized governance that can be incomparably reachable to its people. However, their challenges during the implementation are internet speed, consistency issues, resistance to technology adaption among constituents, and coordination difficulties among departments. The deployment of facial recognition and personal data plotting awaits the release of Implementing Rules and Regulations by the National Privacy Commission.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Despite these hurdles, Baguio Smart City remains operational 24/7 through failsafe mechanisms and backup connectivity plans, ensuring the city’s commitment to data-driven good governance.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"The Command Center is poised to expand in the next few years, moving to a higher and more strategic location to take advantage of Baguio’s terrain for a 360-degree view, digitally and in reality. Beyond this, the Command Center is pushing to automate other services for future generations– from waste management to crime prevention.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://coe-psp.dap.edu.ph/compendium-innovation/the-baguio-smart-city-project-advancing-data-analytics-driven-governance/,"Mayor Magalong emphasizes the crucial role of youth in this endeavor, recognizing them as the actual beneficiaries and innovators who will carry this project forward. While his generation may serve as catalysts, the mayor envisions the youth as the driving force behind the continued success and advancement of the Command Center. To Mayor Magalong, the Command Center is not just a project; it represents a lasting legacy that he hopes will position Baguio City as an advanced, smart city, potentially surpassing international smart city models in terms of technological prowess and progress.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,Baguio is speeding up its transformation to a Smart City via a Cisco-powered command center that centralizes its digital operations.,"city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"Baguio is speeding up its transformation to a Smart City via a Cisco-powered command center that centralizes its digital operations, according to both Cisco and local government officials.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"Baguio targets to be classified as a full-fledged Smart City by 2027, to the tune of P5 billion.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"To combat this, Cisco built a Smart City Command Center as the core of Baguio’s operations, enabling real-time monitoring, analysis, decision-making, and rapid response to emergencies.","city, baguio, smart, center, command, say, project, quality, public, government"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"The aim is to sustain the city's economy, manage the environment, mobility/traffic, as well as public safety and security.","system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"“To become a smart city, having a well-defined plan is crucial. Recognizing this, the city government initiated discussions with Cisco regarding a potential public-private partnership,” said Baguio City Mayor Benjamin Magalong.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"The Cisco-powered Smart City Command Center streamlines Baguio's services, optimizing traffic flow and enabling citizens to submit real-time help requests, such as ambulance or police assistance, vehicle accidents, and noise complaints.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"It equips city planners and officials with a holistic view of the entire smart city ecosystem, from traffic patterns and available parking lots to environmental conditions and public safety measures.","city, baguio, smart, center, command, say, project, quality, public, government"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"In close partnership with government agencies, Cisco integrates information from existing databases on the locations of fault lines and sinkholes within the Smart City Command Center.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,Cisco integrates data from the city’s CCTV cameras with advanced analytics leveraging artificial intelligence (AI) for intelligent traffic management as well as physical and perimeter security.,"city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"Air quality monitors outfitted with sensors detect real-time data on weather conditions and pollutants including carbon dioxide, sulfur, ozone, and particulate matter.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,These data are consolidated in the command center and shared with Baguio’s environmental and health agencies to forecast pollution patterns and provide measures to safeguard residents’ health.,"system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"Building a smart city takes careful planning and a strong partnership foundation, stressed Mayor Magalong.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"""Cisco’s willingness to collaborate positions us closer to our goal of transforming into a smart city ” he noted.","city, baguio, smart, center, command, say, project, quality, public, government"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"""Cisco has always believed in leveraging the power of public-private partnership to build smart, inclusive, and sustainable communities,"" according to Zaza Soriano-Nicart, Cisco Philippines’ Managing Director.","community, province, cisco, partnership, sustainable, local, government, smart, science, commitment"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"""We hope to address Baguio’s most pressing challenges together through the Smart City Command Center,” she acquiesced.","city, baguio, smart, center, command, say, project, quality, public, government"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"The Baguio Smart City Command Center is part of Cisco’s Country Digital Acceleration (CDA) program program in the Philippines, UGNAYAN 2030, a strategic partnership with governments to accelerate digitalization agendas.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://mb.com.ph/2023/7/9/baguio-accelerating-smart-city-status,"To date, Cisco’s CDA ecosystem covers 48 countries worldwide.","security, end, center, cisco, license, ensure, technology, baguio, command, hotel"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,What does a smart city look like to you?,"city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"In a constantly developing society, living in a smart city is no longer a far-fetched imagination. In fact, the Philippines has been keeping up with the advancements in technology. Its digital presence is evident. This can be observed in the sudden spread of cities that are modernized digitally over the previous years. Living in a home with a reliable internet connection, and staying productive at home with useful software, and other technological features does sound exciting, urging many to choose smart cities over others.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Now, we have the Summer Capital of the Philippines, Baguio City, which is under a process of digital transformation and people are curious to see its results.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Located in the northern Luzon region of the Philippines, Baguio City has been a popular tourist magnet for Filipinos who are looking for a place to cool down from the tropical heat.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"“Kafagway” was Baguio’s original name before its conquerors had stepped foot on the land. The name “Baguio” came from the indigenous Ibaloi word “bagiw,” which means “moss”. This name is suitable for Baguio’s environment which allows the abundant growth of mossy plants. Since then,  Baguio has received several titles over the years but the most well-known ones are the “Summer Capital of the Philippines” and the “City of Pines”. These names came from the cold climate of the city and the presence of many pine trees along its landforms.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Baguio became the capital of Benguet on September 19, 1909. The city was designed to be a mining town and a place for recreational activities. Actually, Camp John Hay, one of Baguio’s popular tourist spots today, was established in 1903 to serve as a relaxation facility for the military.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Prior to Baguio’s establishment, Daniel H. Burnham, a leading American architect, and urban planner traveled to Baguio in 1904 where he drew his plans for the city. This man who also designed Chicago’s One Magnificent Mile and Manila’s Roxas Boulevard, designed Baguio City. He called it “The Burnham Plan for the Improvement of Baguio”.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,Burnham suggested terrain changes while still considering Baguio’s natural scenic parts. He had engineers and architects from the Bureau of Public Works to join him in his proposal.,"city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Today, Burnham’s contribution to the development of Baguio City is remembered through Baguio’s historic urban park which they named after Burnham.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Now that you know how Baguio started out as a city for recreation and relaxation, one question might be in your mind. How do you create a smart city from that?","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"According to the Manila Times, Baguio City has been chosen to be one of Asian Institute of Management’s partner cities in the MINERVA project which aims to build a model of a smart city.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"MINERVA stands for Monitoring INdicators for Efficient Redevelopment and Value Assessment. Christopher Monterola, the project’s leader, had chosen Baguio to be an early adopter of the technology they wanted to innovate.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"At the beginning of the project, Engr. Felipe Puzon Jr., who serves as the Chief of Staff for the Mayor’s Office, had mentioned that the goal of the project was to boost the city’s urban renewal and use its existing technologies to create a smart Baguio city. Puzon also shared that Baguio was chosen because of its domestic and international appeal. And the fact that the city is developing into a highly-urbanized city poses the possibility of environmental problems and urban decay. Project MINERVA can be a way to protect the city.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Also according to Puzon, Baguio has four priority areas that need attention: water supply and quality, air pollution, urban mobility, and demand for tourism.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"The Philippine Council for Industry, Energy, and Emerging Technology Research and Development had already offered P18 million to support Baguio City’s urban renewal and transformation into a smart city through artificial intelligence.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,Both the Asian Institute of Management and the city government of Baguio would contribute P3 million each for Project MINERVA’s AI research and development.,"city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"On the matter of water supply and quality, Project MINERVA will be utilized to create a water quality sensor network. In partnership with UP Baguio and Terra Dynamics Inc., they’ll be able to detect and monitor trends in the water supply and water quality in the city.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Furthermore, the project will also make use of Baguio’s CCTV network and GPS location sensors to boost the city’s urban mobility.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Finally, in terms of tourism demands, MINERVA AI will be using the city’s data collected through Visita, to predict interest points from tourists and provide them with the best experience.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"These four priority areas are just some of the concerns that they’re looking into based on the Department of Environment and Natural Resources’ report on the possible causes of future deterioration in the city. The said concerns are air quality, river water quality, solid waste management, forest cover, traffic congestion, and the spread of informal settlers and illegal structures.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Monterola and his team want to make use of Baguio’s existing data and sensor systems to create a data hub that can be used as a decision-support platform when it comes to policymaking. With this artificial intelligence system, Baguio will be able to counter possible problems with suitable solutions. This is how a smart city is born. It’s an exciting thought to visit a smart Baguio in the future.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Project MINERVA is a promising venture into the digital world. It entails a community where you can live in convenience and awe. For those who want to keep up with the luxury of a modern and technologically-advanced lifestyle, moving to a condo for sale in Baguio might be a decision to consider.","city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"If you’re one of those who gravitate toward digital modernization but haven’t decided on where to settle yet in Baguio, Brittany Corporation has suitable properties for you to explore.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,"Bern Baguio, one of the condominium for sale under Brittany Corporation, is a luxury condo in Baguio that offers the satisfaction of luxury living for its residents. Bern is for those who also want to enjoy a life of comfort and ease brought by the advantages of living in a developing smart Baguio City.  So what are you waiting for? Check out Brittany’s condo in Baguio.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,Suggested Read: Top 10 Things You Should Know About Baguio,"management, tourist, traffic, waste, boracay, close, technology, business, baguio, ai"
https://www.brittany.com.ph/blogs/project-minerva-development-smart-baguio/,Suggested Read: Benefits Of Living In Baguio 2023,"system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,THE CITY GOVERNMENT of Baguio said it is implementing Project MINERVA (Monitoring of Indicators for Efficient Redevelopment and Value Assessment) to address urban decay and promote smart city development.,"city, baguio, smart, center, command, say, project, quality, public, government"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"“With the project’s ultimate goal of driving predictions and monitoring models for air quality, water quality, urban mobility, and tourism management, we’re able to use technology to advance our goal of becoming a truly smart city by 2027,” Baguio City Mayor Benjamin B. Magalong said during a turnover ceremony on April 15.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"Mr. Magalong referenced a 2019 National Economic and Development Authority (NEDA) commissioned study on urban carrying capacity, which identified urban decay in the city.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"In 2014, the World Health Organization rated Baguio’s air, which had 49 micrograms of particulate matter (PM) per cubic meter, as the most polluted air in the Philippines.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"Mr. Magalong said Baguio was the first city in the country to commit to reducing its carbon, greenhouse, and gas emissions by as much as 50% by 2050.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"“With all these systems, we were able to significantly improve our air quality. Minerva gave us the confidence to continue the pedestrianization program of Session Road,” Mr. Magalong said regarding the criticized closure of a portion of Session Road during Sundays to ease pollution.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"In a presentation by Project MINERVA Senior Data Scientist and Chief Data Specialist Christopher P. Monterola, he said almost all of Baguio’s barangays had safe levels of PM 2.5 in 2023.","city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"Mr. Monterola noted that the tourism index score of Baguio, the summer capital of the country, is 4.0, higher than the score of the Philippines, which is 3.7.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"Baguio has a daytime population of 380,000, with 600,000 tourists and workers, totaling up to 1.2 million, he said.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"Mr. Monterola also said that air quality is compromised every time there is a spike in events and holidays but does not affect traffic, according to the nighttime imagery from the satellite used in the daily resolution of the project’s urban carrying capacity in 2023.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"Meanwhile, Mr. Magalong acknowledged the system’s failure to detect the January diarrhea outbreak, attributing it to incorrectly installed sensors.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"“The inclusion of six local government units from the Cordillera Administrative Region, Lagayan in Abra, Santa Marcela in Apayao, Atok in Benguet, Tabuk in Calinca, Alfonso Lista in Ifugao, and Bapu in Mountain Province underscores our commitment of developing at least one pilot smart and sustainable community per province,” Department of Science and Technology (DoST) Secretary Renato U. Solidum, Jr. said.","community, province, cisco, partnership, sustainable, local, government, smart, science, commitment"
https://www.bworldonline.com/property/2024/04/30/591647/baguio-turns-to-data-science-ai-to-support-smart-city-objectives/,"Mr. Solidum said the biometric-secured command center will be monitored and operated by city administrators and data scientists, focusing on various aspects of the city such as traffic patterns, mobility, environmental data, emergency response, and rescue efforts.","news, publication, word, online, city, action, trigger, security, datum, command"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,"Manila, Philippines — Eastern Communications enhances the digital landscape of Baguio by rolling out innovative ICT services tailored to the city’s hospitality and government sectors. The company aligns with Baguio’s goal of boosting economic and tourism growth, aiming to support the region’s resurgence post-pandemic. ","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,"Baguio city is a significant contributor to Cordillera’s economy, and is on track to meet its PHP2.74 billion collection target for 2024. Having already collected 45% of this goal in the first four months, Baguio City Assistant Treasurer Fernando Ragma reported a 12% increase in collections compared to 2023, with PHP1.205 billion gathered from January 1 to April 30.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,"The telecommunications provider will enhance Baguio’s digital landscape with innovative ICT services tailored to the city’s hospitality and government sectors. This initiative aligns with Baguio’s goal of boosting economic and tourism growth, aiming to support the region’s post-pandemic resurgence. ","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,Strengthening Baguio’s Government Sector,"system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,"Reliable connectivity is pivotal for Baguio’s economic development. It enables efficient communication, access to global markets, and fostering innovation. Both businesses and public services rely on seamless internet access for transactions, research, and networking. Additionally, robust connectivity supports remote work, enhances education, and drives technological advancement, fueling economic growth and competitiveness. ","city, baguio, smart, center, command, say, project, quality, public, government"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,"The partnership between Baguio’s local government and Eastern Communications represents a significant step towards enhanced connectivity and progress. Eastern’s comprehensive internet solutions support Baguio’s vision for a digitally inclusive future, providing the robust infrastructure necessary for economic vitality and community empowerment. ","community, province, cisco, partnership, sustainable, local, government, smart, science, commitment"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,"“Eastern’s connectivity services offer a transformative opportunity for Baguio City’s development. By providing free fiber connectivity to barangays, Eastern enables seamless communication infrastructure essential for urban planning and public services. Integrating IoT boxes for sensors and CCTV enhances security and resource management, fostering a smarter, safer cityscape,” said City Government of Baguio Officer in Charge – Management in Information and Technology Division (MITD) Francis Camarao. ","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,"Boosting Hospitality and Tourism in the Summer Capital

Eastern Communications is also playing a crucial role in the digitalization of Baguio’s hospitality and tourism sectors. The company has recently partnered with several prime hotels in Baguio, including Soto Grande Hotel, Hotel Cosmopolitan, and Newtown Hotel, to provide top-tier ICT solutions. ","security, end, center, cisco, license, ensure, technology, baguio, command, hotel"
https://punto.com.ph/baguio-citys-lgu-and-hotels-receive-ict-proficiency-and-internet-connectivity-boost-as-city-hits-revenue-targets-by-45-percent/,"With Eastern Communications’ growing ICT and connectivity partnerships in Baguio, it aims to be a Partner in Progress for the city, building a digitally connected and economically vibrant community. This ensures that both businesses and tourists can benefit from enhanced services and opportunities.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.gmanetwork.com/news/scitech/technology/913217/university-of-the-cordilleras-students-develop-smart-trash-bins-waste-management-software-for-baguio-c/story/,"With the aid of technology developed by students from the University of the Cordilleras, Baguio City took a step forward in improving its waste management.","freedom, project, press, government, baguio, city, response, official, technology, unit"
https://www.gmanetwork.com/news/scitech/technology/913217/university-of-the-cordilleras-students-develop-smart-trash-bins-waste-management-software-for-baguio-c/story/,The units were built to be weatherproof with a real-time monitoring and notification system that would alert the public when they're full and refuse to open.,"freedom, project, press, government, baguio, city, response, official, technology, unit"
